"Código","Inst_Previa","Escala_Cog.","Escala_Mot.","Escala_Soc","Escala_Dis."
1275,"No",100,24,65,27
1202,"Sí",100,28,65,28
1556,"No",48,20,57,21
2388,"No",94,31,69,33
1426,"Sí",69,24,47,19
1296,"No",50,18,64,18
1123,"No",73,14,60,22
1186,"No",77,24,42,18
1239,"No",68,20,62,22
1693,"Sí",94,18,60,19
1757,"No",59,27,71,21
3448,"NS/NR",76,25,51,13
1688,"NS/NR",86,19,69,26
752,"No",72,22,56,20
3084,"No",85,30,68,33
598,"No",67,22,45,17
3009,"No",101,30,70,27
743,"No",75,24,61,18
3328,"No",91,19,47,20
1715,"NS/NR",74,24,70,26
1634,"NS/NR",68,19,50,18
550,"Sí",83,26,51,21
2202,"No",75,19,57,21
1700,"NS/NR",75,23,67,23
49,"No",49,21,50,18
2502,"No",49,15,46,19
1605,"NS/NR",97,29,62,25
1129,"Sí",101,23,64,27
3432,"No",109,29,71,26
2829,"No",120,25,67,29
2203,"No",121,33,76,34
51,"No",37,16,50,17
2221,"No",73,22,58,20
2226,"No",71,24,60,19
3426,"No",137,32,77,30
1571,"No",120,33,69,28
749,"No",64,20,56,21
1769,"No",40,22,70,19
1770,"No",36,22,59,17
1403,"No",62,17,48,17
1243,"No",69,18,62,22
1059,"No",86,23,50,21
733,"Sí",56,18,56,20
2293,"Sí",90,22,59,27
2817,"No",79,22,47,21
2236,"No",54,23,55,26
1755,"No",37,17,56,16
3195,"No",72,32,62,21
971,"No",80,21,51,23
1754,"No",64,25,65,20
1293,"No",52,20,60,21
1785,"No",69,23,50,17
1927,"No",84,22,56,23
2830,"No",60,23,56,21
1707,"Sí",75,18,56,14
251,"No",60,21,49,19
2077,"NS/NR",73,24,61,24
1694,"Sí",90,21,57,18
2224,"No",84,27,68,21
3457,"No",112,23,57,30
3523,"Sí",83,24,59,18
2445,"No",134,32,70,27
1965,"No",83,25,62,27
3392,"No",131,25,70,30
537,"Sí",60,16,50,19
2616,"Sí",59,16,60,22
2,"No",52,20,44,23
1635,"NS/NR",81,22,59,27
3399,"No",99,22,65,31
2292,"No",64,17,54,24
2537,"NS/NR",85,31,65,25
1199,"No",67,20,49,21
1208,"No",67,22,47,21
2084,"Sí",98,20,63,29
2810,"No",105,20,59,26
161,"No",85,20,55,26
794,"No",77,22,56,21
61,"No",41,20,52,18
1210,"No",75,22,56,22
2206,"No",79,24,48,23
2528,"NS/NR",76,28,68,25
3178,"No",87,31,71,24
967,"No",103,25,53,27
54,"No",64,21,57,25
249,"Sí",67,20,50,21
1711,"NS/NR",70,25,65,24
1218,"No",96,29,68,29
747,"Sí",53,18,58,21
2205,"Sí",109,22,60,22
1283,"No",42,15,59,19
798,"No",75,21,54,24
1795,"No",89,28,60,28
633,"No",50,19,50,21
1418,"Sí",117,29,66,30
793,"No",73,21,54,20
2073,"NS/NR",70,22,57,20
1606,"NS/NR",112,30,65,29
1607,"NS/NR",80,22,58,18
344,"No",71,15,54,21
735,"Sí",70,19,57,22
1633,"Sí",77,21,47,17
2811,"No",50,19,48,20
905,"Sí",77,25,50,22
2587,"No",45,17,47,17
1746,"NS/NR",80,18,58,18
2225,"No",81,23,56,25
1934,"NS/NR",79,21,56,23
1289,"No",70,24,63,24
684,"No",74,26,65,29
3011,"No",98,22,48,21
3006,"NS/NR",101,22,62,23
1175,"No",51,16,33,15
1060,"No",54,18,50,18
2585,"No",81,24,51,22
907,"Sí",37,19,48,15
1425,"Sí",77,26,41,18
3451,"No",85,23,61,22
2831,"No",81,18,57,21
544,"No",54,17,45,20
3251,"No",72,21,43,18
2814,"No",74,22,59,22
3390,"No",52,15,43,18
1081,"No",104,35,71,25
1787,"No",110,33,64,33
2230,"Sí",46,16,48,19
2232,"Sí",58,20,45,20
2455,"Sí",106,28,61,28
944,"No",138,30,47,29
677,"No",88,28,63,26
689,"No",72,27,63,24
2823,"Sí",81,23,58,23
1276,"No",84,20,62,23
1617,"No",126,23,56,27
1412,"No",55,25,56,28
2280,"Sí",92,23,63,31
3404,"No",137,25,67,31
1666,"NS/NR",51,19,48,21
2325,"Sí",66,15,48,26
3465,"No",94,31,56,27
1650,"No",80,29,56,24
2535,"NS/NR",86,33,66,27
3211,"No",75,32,73,24
2295,"Sí",90,21,53,27
3455,"No",51,10,53,19
35,"No",42,17,48,18
3063,"Sí",116,34,64,35
1778,"No",86,24,52,22
1393,"No",70,17,49,19
857,"Sí",61,13,43,24
1716,"NS/NR",81,28,69,31
1873,"No",68,21,40,19
1636,"No",83,19,49,13
3396,"NS/NR",78,21,52,21
883,"Sí",61,30,53,22
2825,"No",56,21,46,19
2181,"Sí",99,26,49,24
1989,"Sí",66,26,41,17
1613,"Sí",86,23,49,23
3496,"NS/NR",105,27,59,24
1187,"No",77,19,50,19
943,"No",139,31,44,28
2970,"NS/NR",82,22,62,24
332,"No",87,19,55,23
942,"No",142,31,45,31
1125,"Sí",76,18,61,23
50,"No",37,14,48,18
2123,"No",60,25,61,18
2815,"NS/NR",68,23,49,20
3276,"Sí",91,14,59,26
854,"Sí",105,31,78,29
324,"Sí",67,20,61,19
849,"Sí",107,33,68,31
1764,"No",46,25,62,21
913,"Sí",50,19,53,20
2454,"No",86,28,61,25
2962,"NS/NR",101,25,62,29
365,"No",51,22,54,23
2132,"Sí",46,15,45,17
2183,"Sí",53,18,54,21
1651,"No",79,28,57,25
254,"No",55,17,49,19
539,"NS/NR",65,22,54,21
3474,"Sí",106,25,59,24
1213,"No",80,20,61,24
1295,"No",60,19,65,23
912,"Sí",35,15,48,13
3522,"Sí",66,22,35,15
1133,"Sí",33,25,41,16
2290,"No",39,13,41,15
3410,"Sí",53,20,42,17
941,"No",143,30,45,30
600,"No",58,23,54,19
802,"No",68,22,56,18
3494,"NS/NR",89,22,59,22
411,"NS/NR",32,18,51,8
1779,"No",85,24,55,26
2128,"No",74,21,60,22
842,"No",117,34,73,31
3007,"No",80,30,67,29
1379,"No",78,21,49,22
3403,"NS/NR",85,24,57,23
1712,"NS/NR",82,26,69,26
1699,"NS/NR",95,25,69,32
914,"Sí",35,16,50,14
1422,"Sí",116,28,61,31
1847,"No",77,21,70,28
3471,"No",99,23,59,28
250,"No",60,21,49,20
1260,"No",76,19,54,22
1812,"No",77,23,63,25
1080,"No",72,31,68,24
1409,"No",58,25,61,29
348,"Sí",71,15,53,20
3422,"No",72,20,61,22
606,"No",53,22,55,17
3521,"Sí",102,28,54,19
1614,"No",82,25,63,23
2088,"No",59,18,53,17
1652,"No",57,25,59,17
754,"Sí",63,18,56,19
1547,"No",80,21,59,30
509,"NS/NR",81,21,55,20
1324,"No",58,18,61,21
1191,"No",58,23,52,20
255,"No",64,19,48,20
938,"No",140,32,45,30
875,"Sí",62,29,49,22
412,"Sí",47,17,61,21
1165,"No",65,19,51,19
1402,"Sí",119,31,64,32
42,"No",65,23,49,20
2240,"No",74,27,65,25
2819,"Sí",74,16,56,23
681,"No",90,29,64,29
909,"NS/NR",41,14,55,18
796,"No",70,20,55,21
1128,"No",75,21,62,24
2536,"NS/NR",78,26,67,25
758,"No",66,21,49,20
3484,"Sí",69,23,56,20
3491,"No",79,21,55,23
1669,"NS/NR",52,19,54,23
3186,"No",46,27,41,20
336,"No",67,16,53,18
874,"Sí",71,28,50,24
2529,"NS/NR",73,30,69,23
328,"Sí",67,21,60,19
878,"Sí",66,31,57,26
1709,"Sí",73,18,59,19
617,"NS/NR",42,16,50,20
1665,"NS/NR",55,17,39,24
37,"No",36,13,39,14
1938,"No",96,24,66,27
1076,"No",139,33,65,35
2220,"No",65,21,57,20
333,"No",67,14,53,20
164,"No",80,21,54,22
52,"No",42,19,50,20
1262,"Sí",67,19,54,23
748,"No",48,17,54,20
1053,"No",59,14,44,17
614,"No",47,17,50,19
3089,"No",95,33,76,33
2452,"No",68,26,55,22
1166,"No",67,20,51,16
533,"No",94,25,58,35
3487,"NS/NR",107,25,60,24
2289,"No",36,14,40,15
1925,"No",57,18,47,17
739,"NS/NR",43,14,53,24
2330,"Sí",74,18,52,29
1604,"NS/NR",81,20,64,22
1708,"Sí",78,18,57,20
759,"No",35,12,46,19
3382,"Sí",59,19,50,16
243,"Sí",63,21,48,20
1231,"No",62,16,58,23
1398,"No",79,24,53,20
531,"No",71,19,47,17
1200,"Sí",87,28,61,30
937,"Sí",137,32,44,30
338,"No",64,15,50,19
2200,"No",82,30,46,25
1710,"NS/NR",57,18,64,23
2389,"No",96,31,76,31
741,"No",66,20,60,21
1829,"No",37,11,51,13
1828,"No",37,15,50,12
1232,"No",63,19,59,21
966,"No",82,19,49,22
163,"Sí",36,18,54,14
908,"NS/NR",41,16,59,16
987,"No",70,24,53,23
335,"No",80,18,56,21
2103,"Sí",75,25,62,22
2214,"No",65,19,45,18
343,"No",84,15,59,20
1399,"Sí",92,25,61,27
162,"NS/NR",41,15,55,18
1691,"NS/NR",60,18,69,24
166,"No",87,22,54,26
410,"No",50,18,59,22
2100,"Sí",70,26,62,17
2451,"No",71,21,54,21
20,"No",34,15,39,17
2201,"No",93,27,59,27
2449,"No",74,25,51,18
1939,"Sí",107,27,64,27
2443,"Sí",82,19,44,20
36,"No",69,22,52,24
1936,"Sí",84,19,56,24
2247,"No",69,17,59,20
843,"No",105,28,58,25
326,"No",68,20,63,18
607,"No",52,21,42,17
2109,"No",89,34,63,30
2102,"Sí",70,24,59,18
1656,"No",69,25,54,18
325,"Sí",42,11,59,15
1967,"No",62,13,52,19
851,"Sí",108,35,60,28
1670,"NS/NR",51,21,38,24
364,"Sí",56,22,57,22
2586,"No",86,26,52,24
2854,"No",119,28,60,28
2860,"No",118,30,61,27
2847,"NS/NR",115,27,69,30
2852,"No",85,21,37,21
2135,"Sí",45,12,50,17
2218,"Sí",74,27,59,22
1417,"No",59,20,56,20
634,"NS/NR",69,19,52,22
2862,"No",107,20,60,27
751,"No",63,22,53,19
2875,"No",110,27,58,28
2334,"No",35,14,45,19
2333,"No",48,17,51,18
2239,"No",85,26,67,11
2387,"No",106,33,75,30
154,"No",74,20,48,25
2456,"Sí",74,25,51,18
1074,"No",146,33,72,31
886,"No",85,31,63,33
1940,"Sí",49,10,47,20
3189,"No",70,27,42,21
2120,"No",77,24,51,22
2285,"Sí",81,23,55,25
3279,"Sí",109,23,59,27
2097,"Sí",61,21,55,18
3010,"No",58,14,50,17
2604,"Sí",136,35,54,34
3075,"Sí",112,35,78,35
3492,"NS/NR",80,25,59,21
2145,"Sí",86,26,55,21
479,"No",144,35,63,29
492,"No",106,25,54,24
3435,"No",74,19,60,20
2565,"NS/NR",86,26,55,25
3140,"NS/NR",108,35,64,29
2400,"No",130,35,75,34
3475,"No",146,36,51,27
2886,"No",102,31,65,26
698,"No",138,32,75,34
404,"No",78,23,55,23
1157,"No",70,24,56,27
418,"No",63,26,49,24
